"user_id","region","treatment"
3718,"New England","Control"
3719,"Pacific Northwest","Control"
3720,"Midwest","Control"
3721,"Midwest","Control"
3722,"New England","Control"
3723,"New England","Test"
3724,"Southwest","Test"
3725,"Pacific Northwest","Test"
3726,"Midwest","Test"
3727,"Southeast","Test"
3728,"Southwest","Control"
3729,"Southwest","Control"
3730,"Pacific Northwest","Test"
3731,"Southwest","Test"
3732,"Pacific Northwest","Test"
3733,"New England","Control"
3734,"Southeast","Control"
3735,"Southeast","Control"
3736,"New England","Test"
3737,"Southeast","Control"
3738,"New England","Test"
3739,"Pacific Northwest","Control"
3740,"Midwest","Test"
3741,"New England","Test"
3742,"Southwest","Control"
3743,"Pacific Northwest","Control"
3744,"New England","Control"
3745,"Midwest","Test"
3746,"Pacific Northwest","Test"
3747,"Midwest","Test"
3748,"Midwest","Control"
3749,"Pacific Northwest","Test"
3750,"Pacific Northwest","Test"
3751,"Pacific Northwest","Test"
3752,"Pacific Northwest","Control"
3753,"New England","Control"
3754,"Pacific Northwest","Test"
3755,"Midwest","Test"
3756,"Pacific Northwest","Control"
3757,"Pacific Northwest","Control"
3758,"Southwest","Control"
3759,"Midwest","Test"
3760,"New England","Test"
3761,"Southwest","Test"
3762,"Southwest","Control"
3763,"Midwest","Control"
3764,"Pacific Northwest","Control"
3765,"Midwest","Test"
3766,"Pacific Northwest","Test"
3767,"New England","Test"
3768,"Southwest","Test"
3769,"Pacific Northwest","Test"
3770,"Pacific Northwest","Control"
3771,"Southeast","Control"
3772,"Southeast","Control"
3773,"New England","Test"
3774,"Midwest","Control"
3775,"Midwest","Test"
3776,"Southeast","Control"
3777,"New England","Test"
3778,"Southwest","Control"
3779,"Southeast","Test"
3780,"Pacific Northwest","Test"
3781,"Pacific Northwest","Control"
3782,"Midwest","Control"
3783,"New England","Control"
3784,"Pacific Northwest","Control"
3785,"Southeast","Control"
3786,"Midwest","Control"
3787,"Southeast","Control"
3788,"Southeast","Test"
3789,"Midwest","Control"
3790,"Pacific Northwest","Control"
3791,"Midwest","Test"
3792,"Southwest","Control"
3793,"Pacific Northwest","Control"
3794,"Southeast","Control"
3795,"Southeast","Control"
3796,"Pacific Northwest","Test"
3797,"Pacific Northwest","Control"
3798,"New England","Test"
3799,"Midwest","Test"
3800,"Pacific Northwest","Control"
3801,"New England","Test"
3802,"Pacific Northwest","Control"
3803,"Pacific Northwest","Control"
3804,"Pacific Northwest","Control"
3805,"Pacific Northwest","Control"
3806,"Pacific Northwest","Test"
3807,"Midwest","Control"
3808,"Pacific Northwest","Control"
3809,"Southwest","Control"
3810,"Pacific Northwest","Test"
3811,"New England","Control"
3812,"Southeast","Control"
3813,"Southwest","Control"
3814,"Pacific Northwest","Test"
3815,"Midwest","Test"
3816,"Southwest","Test"
3817,"New England","Control"
3818,"Southeast","Test"
3819,"Pacific Northwest","Control"
3820,"Southeast","Test"
3821,"Southeast","Control"
3822,"Southeast","Control"
3823,"Southeast","Test"
3824,"Midwest","Control"
3825,"Pacific Northwest","Control"
3826,"Pacific Northwest","Control"
3827,"New England","Test"
3828,"Southeast","Test"
3829,"New England","Control"
3830,"New England","Control"
3831,"New England","Control"
3832,"Southeast","Test"
3833,"Pacific Northwest","Control"
3834,"Midwest","Test"
3835,"New England","Test"
3836,"New England","Control"
3837,"Midwest","Test"
3838,"Midwest","Test"
3839,"Pacific Northwest","Test"
3840,"Southeast","Control"
3841,"New England","Control"
3842,"New England","Control"
3843,"Pacific Northwest","Test"
3844,"New England","Test"
3845,"Midwest","Test"
3846,"Southwest","Test"
3847,"Pacific Northwest","Control"
3848,"Pacific Northwest","Test"
3849,"Midwest","Control"
3850,"Southeast","Test"
3851,"New England","Control"
3852,"Southeast","Control"
3853,"Pacific Northwest","Control"
3854,"Southeast","Test"
3855,"Midwest","Control"
3856,"Southeast","Control"
3857,"New England","Test"
3858,"Southwest","Test"
3859,"Pacific Northwest","Control"
3860,"New England","Control"
3861,"Southeast","Test"
3862,"Midwest","Test"
3863,"Southeast","Control"
3864,"Pacific Northwest","Test"
3865,"New England","Test"
3866,"Pacific Northwest","Test"
3867,"Southeast","Test"
3868,"Midwest","Control"
3869,"New England","Control"
3870,"Southeast","Test"
3871,"New England","Control"
3872,"Pacific Northwest","Test"
3873,"Pacific Northwest","Test"
3874,"Pacific Northwest","Control"
3875,"Midwest","Control"
3876,"Southwest","Test"
3877,"Pacific Northwest","Control"
3878,"Southwest","Control"
3879,"New England","Control"
3880,"New England","Control"
3881,"Pacific Northwest","Control"
3882,"Midwest","Test"
3883,"Pacific Northwest","Control"
3884,"Pacific Northwest","Control"
3885,"Pacific Northwest","Test"
3886,"Midwest","Control"
3887,"New England","Control"
3888,"New England","Test"
3889,"Southwest","Control"
3890,"New England","Test"
3891,"Southeast","Control"
3892,"Pacific Northwest","Test"
3893,"Pacific Northwest","Control"
3894,"Southeast","Control"
3895,"Southeast","Control"
3896,"Southwest","Test"
3897,"Pacific Northwest","Test"
3898,"Midwest","Control"
3899,"Pacific Northwest","Test"
3900,"New England","Test"
3901,"Pacific Northwest","Control"
3902,"Pacific Northwest","Control"
3903,"Midwest","Control"
3904,"New England","Control"
3905,"New England","Test"
3906,"New England","Test"
3907,"New England","Control"
3908,"New England","Test"
3909,"Southwest","Test"
3910,"Southwest","Control"
3911,"Midwest","Control"
3912,"Midwest","Control"
3913,"New England","Control"
3914,"Pacific Northwest","Control"
3915,"Pacific Northwest","Control"
3916,"Southeast","Test"
3917,"Southwest","Control"
3918,"Southeast","Test"
3919,"New England","Test"
3920,"Southwest","Test"
3921,"Southeast","Test"
3922,"Southeast","Control"
3923,"Midwest","Test"
3924,"Southeast","Test"
3925,"Pacific Northwest","Control"
3926,"Southeast","Control"
3927,"New England","Control"
3928,"Pacific Northwest","Control"
3929,"Pacific Northwest","Control"
3930,"Southwest","Test"
3931,"New England","Test"
3932,"Pacific Northwest","Control"
3933,"Pacific Northwest","Control"
3934,"New England","Test"
3935,"Pacific Northwest","Test"
3936,"Midwest","Control"
3937,"Midwest","Test"
3938,"New England","Control"
3939,"Pacific Northwest","Test"
3940,"New England","Control"
3941,"New England","Control"
3942,"Southwest","Control"
3943,"Pacific Northwest","Control"
3944,"Southeast","Test"
3945,"Midwest","Control"
3946,"Midwest","Control"
3947,"Midwest","Control"
3948,"Southeast","Test"
3949,"Pacific Northwest","Test"
3950,"New England","Test"
3951,"Midwest","Test"
3952,"Midwest","Control"
3953,"Southeast","Test"
3954,"Pacific Northwest","Test"
3955,"Pacific Northwest","Control"
3956,"Midwest","Test"
3957,"Southeast","Test"
3958,"Pacific Northwest","Control"
3959,"New England","Test"
3960,"Midwest","Test"
3961,"Southeast","Control"
3962,"Pacific Northwest","Test"
3963,"Southwest","Test"
3964,"Midwest","Test"
3965,"Midwest","Test"
3966,"Pacific Northwest","Control"
3967,"Pacific Northwest","Test"
3968,"Pacific Northwest","Control"
3969,"Southeast","Test"
3970,"Pacific Northwest","Test"
3971,"Southwest","Control"
3972,"Pacific Northwest","Test"
3973,"Southwest","Test"
3974,"Pacific Northwest","Test"
3975,"Pacific Northwest","Test"
3976,"Midwest","Control"
3977,"New England","Control"
3978,"Midwest","Control"
3979,"Pacific Northwest","Control"
3980,"Pacific Northwest","Test"
3981,"Midwest","Control"
3982,"Southeast","Control"
3983,"Southwest","Test"
3984,"New England","Control"
3985,"Midwest","Control"
3986,"Southeast","Test"
3987,"Pacific Northwest","Control"
3988,"Pacific Northwest","Test"
3989,"New England","Control"
3990,"Midwest","Control"
3991,"Pacific Northwest","Control"
3992,"Pacific Northwest","Test"
3993,"Southeast","Test"
3994,"Southeast","Test"
3995,"Southeast","Test"
3996,"Midwest","Test"
3997,"New England","Test"
3998,"New England","Control"
3999,"New England","Test"
4000,"New England","Control"
4001,"Midwest","Control"
4002,"Pacific Northwest","Control"
4003,"New England","Test"
4004,"Southeast","Test"
4005,"Pacific Northwest","Test"
4006,"Pacific Northwest","Test"
4007,"Southwest","Control"
4008,"Pacific Northwest","Control"
4009,"Southwest","Control"
4010,"Pacific Northwest","Test"
4011,"Pacific Northwest","Test"
4012,"New England","Control"
4013,"Pacific Northwest","Control"
4014,"Pacific Northwest","Test"
4015,"Southwest","Control"
4016,"Pacific Northwest","Control"
4017,"Midwest","Control"
4018,"Southeast","Test"
4019,"Midwest","Test"
4020,"Southeast","Test"
4021,"Southwest","Control"
4022,"Southeast","Control"
4023,"Southwest","Control"
4024,"New England","Control"
4025,"Southeast","Control"
4026,"Southwest","Test"
4027,"Midwest","Control"
4028,"Pacific Northwest","Test"
4029,"Midwest","Control"
4030,"Southwest","Control"
4031,"Midwest","Test"
4032,"Southeast","Control"
4033,"Pacific Northwest","Control"
4034,"New England","Test"
4035,"Southeast","Control"
4036,"Midwest","Test"
4037,"New England","Control"
4038,"New England","Test"
4039,"Pacific Northwest","Control"
4040,"Southeast","Test"
4041,"New England","Test"
4042,"Pacific Northwest","Control"
4043,"Southeast","Control"
4044,"Southeast","Test"
4045,"Southeast","Control"
4046,"Southwest","Test"
4047,"Southeast","Control"
4048,"New England","Test"
4049,"Midwest","Test"
4050,"Pacific Northwest","Test"
4051,"Midwest","Control"
4052,"Southwest","Control"
4053,"Southeast","Test"
4054,"Pacific Northwest","Control"
4055,"Pacific Northwest","Test"
4056,"New England","Control"
4057,"New England","Control"
4058,"Pacific Northwest","Control"
4059,"Pacific Northwest","Test"
4060,"New England","Control"
4061,"Southwest","Test"
4062,"Southwest","Control"
4063,"Southwest","Test"
4064,"Midwest","Control"
4065,"New England","Test"
4066,"New England","Control"
4067,"New England","Test"
4068,"New England","Test"
4069,"Pacific Northwest","Test"
4070,"New England","Control"
4071,"Pacific Northwest","Control"
4072,"Midwest","Control"
4073,"Midwest","Control"
4074,"New England","Test"
4075,"Southeast","Test"
4076,"New England","Control"
4077,"Southeast","Test"
4078,"Pacific Northwest","Test"
4079,"Southeast","Test"
4080,"Midwest","Control"
4081,"Midwest","Test"
4082,"Midwest","Control"
4083,"New England","Test"
4084,"Pacific Northwest","Control"
4085,"Southwest","Control"
4086,"Southeast","Control"
4087,"Midwest","Control"
4088,"Pacific Northwest","Control"
4089,"Southwest","Control"
4090,"New England","Control"
4091,"Pacific Northwest","Test"
4092,"Pacific Northwest","Control"
4093,"New England","Test"
4094,"Southeast","Control"
4095,"Southwest","Control"
4096,"Pacific Northwest","Test"
4097,"New England","Test"
4098,"Midwest","Control"
4099,"New England","Control"
4100,"Southeast","Control"
4101,"Southeast","Test"
4102,"Southwest","Test"
4103,"Pacific Northwest","Test"
4104,"New England","Control"
4105,"Southeast","Test"
4106,"Pacific Northwest","Test"
4107,"New England","Test"
4108,"Southeast","Test"
4109,"New England","Test"
4110,"Pacific Northwest","Test"
4111,"New England","Control"
4112,"New England","Control"
4113,"Pacific Northwest","Test"
4114,"Midwest","Test"
4115,"Pacific Northwest","Control"
4116,"New England","Test"
4117,"Pacific Northwest","Test"
4118,"Southeast","Control"
4119,"Pacific Northwest","Test"
4120,"Pacific Northwest","Test"
4121,"Southwest","Control"
4122,"New England","Test"
4123,"Midwest","Test"
4124,"Southeast","Test"
4125,"Midwest","Control"
4126,"Southeast","Test"
4127,"New England","Test"
4128,"Pacific Northwest","Control"
4129,"Pacific Northwest","Test"
4130,"New England","Control"
4131,"Southwest","Control"
4132,"Southwest","Test"
4133,"Pacific Northwest","Control"
4134,"Southeast","Control"
4135,"Southwest","Control"
4136,"Midwest","Control"
4137,"Midwest","Test"
4138,"Southeast","Test"
4139,"New England","Control"
4140,"Southwest","Control"
4141,"Southwest","Test"
4142,"New England","Test"
4143,"Southwest","Control"
4144,"Pacific Northwest","Control"
4145,"Pacific Northwest","Control"
4146,"New England","Control"
4147,"Southeast","Test"
4148,"New England","Control"
4149,"Midwest","Control"
4150,"New England","Control"
4151,"Southwest","Test"
4152,"Midwest","Test"
4153,"Midwest","Test"
4154,"New England","Test"
4155,"Southwest","Control"
4156,"Southwest","Test"
4157,"Southeast","Control"
4158,"Midwest","Test"
4159,"Pacific Northwest","Control"
4160,"New England","Control"
4161,"Southeast","Control"
4162,"Pacific Northwest","Control"
4163,"Southwest","Control"
4164,"Southwest","Test"
4165,"New England","Test"
4166,"Pacific Northwest","Control"
4167,"Southeast","Control"
4168,"Midwest","Control"
4169,"Midwest","Control"
4170,"Southwest","Control"
4171,"New England","Control"
4172,"Southeast","Test"
4173,"Southeast","Test"
4174,"Pacific Northwest","Test"
4175,"Pacific Northwest","Test"
4176,"Southeast","Test"
4177,"Midwest","Test"
4178,"New England","Control"
4179,"Midwest","Control"
4180,"Midwest","Test"
4181,"Pacific Northwest","Control"
4182,"Midwest","Test"
4183,"Pacific Northwest","Test"
4184,"Pacific Northwest","Test"
4185,"Midwest","Control"
4186,"Southwest","Test"
4187,"Southeast","Test"
4188,"Southwest","Control"
4189,"Southwest","Test"
4190,"Southeast","Control"
4191,"New England","Test"
4192,"Southeast","Control"
4193,"Midwest","Control"
4194,"Southeast","Control"
4195,"Midwest","Control"
4196,"Southeast","Test"
4197,"Southeast","Test"
4198,"Pacific Northwest","Test"
4199,"New England","Control"
4200,"New England","Test"
4201,"Pacific Northwest","Test"
4202,"New England","Test"
4203,"Pacific Northwest","Test"
4204,"Midwest","Test"
4205,"Southwest","Control"
4206,"Midwest","Control"
4207,"New England","Test"
4208,"New England","Test"
4209,"Southeast","Test"
4210,"Southeast","Test"
4211,"Pacific Northwest","Test"
4212,"Pacific Northwest","Control"
4213,"Pacific Northwest","Test"
4214,"Pacific Northwest","Test"
4215,"Southeast","Test"
4216,"Pacific Northwest","Control"
4217,"Midwest","Control"
4218,"Southwest","Control"
4219,"Southwest","Control"
4220,"Southwest","Test"
4221,"New England","Test"
4222,"Southwest","Control"
4223,"Southeast","Control"
4224,"Pacific Northwest","Control"
4225,"Southeast","Control"
4226,"New England","Control"
4227,"Pacific Northwest","Test"
4228,"Pacific Northwest","Control"
4229,"Southwest","Control"
4230,"New England","Test"
4231,"New England","Control"
4232,"Pacific Northwest","Control"
4233,"New England","Control"
4234,"Pacific Northwest","Test"
4235,"Pacific Northwest","Control"
4236,"Pacific Northwest","Test"
4237,"Pacific Northwest","Test"
4238,"Pacific Northwest","Control"
4239,"Southwest","Control"
4240,"Southeast","Test"
4241,"Southeast","Test"
4242,"Pacific Northwest","Test"
4243,"New England","Control"
4244,"Pacific Northwest","Control"
4245,"New England","Test"
4246,"New England","Control"
4247,"Midwest","Control"
4248,"Southwest","Test"
4249,"Midwest","Control"
4250,"New England","Test"
4251,"Southeast","Control"
4252,"New England","Test"
4253,"New England","Test"
4254,"Midwest","Control"
4255,"New England","Test"
4256,"Southeast","Control"
4257,"Pacific Northwest","Test"
4258,"Pacific Northwest","Test"
4259,"Southeast","Control"
4260,"Midwest","Test"
4261,"Pacific Northwest","Control"
4262,"Southwest","Test"
4263,"Pacific Northwest","Test"
4264,"Midwest","Test"
4265,"New England","Control"
4266,"Southeast","Control"
4267,"Midwest","Test"
4268,"Pacific Northwest","Test"
4269,"New England","Control"
4270,"Southwest","Control"
4271,"New England","Test"
4272,"Southeast","Control"
4273,"Pacific Northwest","Control"
4274,"New England","Control"
4275,"New England","Test"
4276,"Midwest","Test"
4277,"Pacific Northwest","Control"
4278,"Southeast","Control"
4279,"New England","Control"
4280,"Southwest","Control"
4281,"New England","Test"
4282,"Pacific Northwest","Control"
4283,"Pacific Northwest","Control"
4284,"Southeast","Control"
4285,"Midwest","Control"
4286,"Southeast","Test"
4287,"Midwest","Test"
4288,"Southeast","Control"
4289,"New England","Control"
4290,"Southwest","Control"
4291,"New England","Test"
4292,"Southeast","Control"
4293,"Pacific Northwest","Control"
4294,"New England","Control"
4295,"Midwest","Control"
4296,"Southeast","Control"
4297,"Pacific Northwest","Control"
4298,"Southeast","Test"
4299,"Pacific Northwest","Control"
4300,"Southwest","Test"
4301,"Pacific Northwest","Test"
4302,"Pacific Northwest","Test"
4303,"Southwest","Test"
4304,"New England","Control"
4305,"Southwest","Control"
4306,"Southeast","Test"
4307,"Pacific Northwest","Control"
4308,"New England","Test"
4309,"Southwest","Control"
4310,"Southeast","Test"
4311,"Pacific Northwest","Test"
4312,"New England","Test"
4313,"Southwest","Test"
4314,"Pacific Northwest","Test"
4315,"Pacific Northwest","Test"
4316,"Southeast","Control"
4317,"Southwest","Control"
4318,"Pacific Northwest","Control"
4319,"Pacific Northwest","Control"
4320,"Pacific Northwest","Control"
4321,"Pacific Northwest","Control"
4322,"Southeast","Test"
4323,"Pacific Northwest","Control"
4324,"Midwest","Control"
4325,"Pacific Northwest","Test"
4326,"Southwest","Test"
4327,"Pacific Northwest","Control"
4328,"New England","Control"
4329,"Pacific Northwest","Control"
4330,"Pacific Northwest","Test"
4331,"Midwest","Test"
4332,"Pacific Northwest","Test"
4333,"Southeast","Test"
4334,"Southwest","Control"
4335,"New England","Test"
4336,"Southeast","Control"
4337,"Southeast","Control"
4338,"Southwest","Test"
4339,"Pacific Northwest","Test"
4340,"Midwest","Control"
4341,"New England","Control"
4342,"Southeast","Control"
4343,"Pacific Northwest","Test"
4344,"Pacific Northwest","Test"
4345,"New England","Test"
4346,"Midwest","Control"
4347,"Midwest","Test"
4348,"New England","Control"
4349,"Midwest","Test"
4350,"New England","Control"
4351,"New England","Test"
4352,"Southeast","Control"
4353,"Midwest","Test"
4354,"Southeast","Test"
4355,"Midwest","Test"
4356,"Southeast","Test"
4357,"Pacific Northwest","Test"
4358,"Midwest","Control"
4359,"New England","Test"
4360,"Pacific Northwest","Control"
4361,"Southeast","Control"
4362,"Pacific Northwest","Control"
4363,"Southwest","Test"
4364,"Pacific Northwest","Control"
4365,"New England","Control"
4366,"Southeast","Control"
4367,"New England","Control"
4368,"New England","Test"
4369,"Southwest","Test"
4370,"New England","Control"
4371,"Pacific Northwest","Test"
4372,"New England","Test"
4373,"Midwest","Control"
4374,"New England","Control"
4375,"New England","Control"
4376,"Midwest","Control"
4377,"Pacific Northwest","Control"
4378,"Midwest","Test"
4379,"Pacific Northwest","Test"
4380,"Southwest","Test"
4381,"Pacific Northwest","Test"
4382,"Southeast","Test"
4383,"Midwest","Control"
4384,"Pacific Northwest","Test"
4385,"New England","Control"
4386,"New England","Test"
4387,"Midwest","Control"
4388,"Midwest","Test"
4389,"New England","Control"
4390,"Midwest","Test"
4391,"Midwest","Control"
4392,"Pacific Northwest","Test"
4393,"Midwest","Control"
4394,"Southeast","Test"
4395,"Southeast","Control"
4396,"Pacific Northwest","Control"
4397,"Southeast","Control"
4398,"Pacific Northwest","Control"
4399,"Southwest","Control"
4400,"Southwest","Test"
4401,"Pacific Northwest","Control"
4402,"Southwest","Test"
4403,"New England","Control"
4404,"Midwest","Control"
4405,"Southwest","Control"
4406,"Southwest","Test"
4407,"Southwest","Control"
4408,"Pacific Northwest","Control"
4409,"Midwest","Control"
4410,"Southwest","Control"
4411,"Southeast","Control"
4412,"Midwest","Control"
4413,"Pacific Northwest","Test"
4414,"Midwest","Control"
4415,"Southeast","Control"
4416,"Pacific Northwest","Control"
4417,"Southeast","Control"
4418,"New England","Test"
4419,"Southeast","Control"
4420,"Southeast","Control"
4421,"Southwest","Control"
4422,"Midwest","Control"
4423,"Southeast","Test"
4424,"Midwest","Test"
4425,"Southeast","Control"
4426,"Midwest","Test"
4427,"New England","Control"
4428,"New England","Test"
4429,"Southwest","Test"
4430,"Southwest","Test"
4431,"New England","Test"
4432,"New England","Test"
4433,"Midwest","Control"
4434,"Southwest","Control"
4435,"Midwest","Test"
4436,"Southwest","Control"
4437,"Pacific Northwest","Test"
4438,"New England","Test"
4439,"New England","Control"
4440,"Southwest","Control"
4441,"Southeast","Test"
4442,"Southwest","Control"
4443,"New England","Control"
4444,"Pacific Northwest","Test"
4445,"Southeast","Control"
4446,"Pacific Northwest","Test"
4447,"Southwest","Test"
4448,"New England","Test"
4449,"Southwest","Control"
4450,"Midwest","Test"
4451,"Southwest","Test"
4452,"New England","Test"
4453,"New England","Test"
4454,"New England","Test"
4455,"Midwest","Test"
4456,"Southeast","Control"
4457,"Pacific Northwest","Test"
4458,"Southeast","Control"
4459,"Southeast","Control"
4460,"New England","Test"
4461,"New England","Control"
4462,"Pacific Northwest","Test"
4463,"New England","Test"
4464,"Southeast","Test"
4465,"Southeast","Control"
4466,"New England","Test"
4467,"Pacific Northwest","Test"
4468,"Pacific Northwest","Test"
4469,"Southeast","Test"
4470,"Pacific Northwest","Control"
4471,"Southeast","Test"
4472,"Pacific Northwest","Test"
4473,"Pacific Northwest","Control"
4474,"Pacific Northwest","Test"
4475,"New England","Control"
4476,"Pacific Northwest","Test"
4477,"Southeast","Control"
4478,"Southeast","Test"
4479,"New England","Control"
4480,"Midwest","Control"
4481,"Pacific Northwest","Control"
4482,"Pacific Northwest","Test"
4483,"Pacific Northwest","Test"
4484,"Pacific Northwest","Test"
4485,"New England","Test"
4486,"Pacific Northwest","Test"
4487,"Pacific Northwest","Test"
4488,"Southwest","Test"
4489,"Southwest","Test"
4490,"Pacific Northwest","Test"
4491,"Midwest","Test"
4492,"Pacific Northwest","Control"
4493,"New England","Control"
4494,"Pacific Northwest","Control"
4495,"Pacific Northwest","Test"
4496,"Midwest","Control"
4497,"Southwest","Control"
4498,"Pacific Northwest","Control"
4499,"Midwest","Control"
4500,"Midwest","Test"
4501,"New England","Control"
4502,"Southwest","Control"
4503,"Midwest","Test"
4504,"Southeast","Control"
4505,"New England","Test"
4506,"Midwest","Test"
4507,"New England","Test"
4508,"Southwest","Control"
4509,"New England","Test"
4510,"Pacific Northwest","Control"
4511,"Pacific Northwest","Test"
4512,"Pacific Northwest","Test"
4513,"Midwest","Test"
4514,"New England","Control"
4515,"Southeast","Control"
4516,"Southwest","Control"
4517,"Pacific Northwest","Test"
4518,"Pacific Northwest","Control"
4519,"New England","Test"
4520,"Pacific Northwest","Control"
4521,"Southwest","Control"
4522,"New England","Control"
4523,"Pacific Northwest","Test"
4524,"New England","Control"
4525,"Southwest","Test"
4526,"Midwest","Control"
4527,"Southwest","Control"
4528,"Midwest","Test"
4529,"Pacific Northwest","Test"
4530,"Southwest","Control"
4531,"Midwest","Test"
4532,"New England","Control"
4533,"Midwest","Control"
4534,"New England","Test"
4535,"Pacific Northwest","Control"
4536,"New England","Test"
4537,"Pacific Northwest","Test"
4538,"Southwest","Test"
4539,"Pacific Northwest","Test"
4540,"New England","Control"
4541,"Pacific Northwest","Test"
4542,"Pacific Northwest","Control"
4543,"Pacific Northwest","Test"
4544,"Pacific Northwest","Control"
4545,"Pacific Northwest","Test"
4546,"Pacific Northwest","Test"
4547,"Southwest","Test"
4548,"Pacific Northwest","Control"
4549,"Pacific Northwest","Control"
4550,"Southwest","Control"
4551,"New England","Test"
4552,"Midwest","Test"
4553,"Southwest","Test"
4554,"Pacific Northwest","Test"
4555,"Pacific Northwest","Test"
4556,"Southwest","Control"
4557,"Midwest","Control"
4558,"New England","Test"
4559,"Midwest","Control"
4560,"New England","Control"
4561,"Pacific Northwest","Test"
4562,"Southwest","Control"
4563,"Southwest","Control"
4564,"Southwest","Test"
4565,"Midwest","Control"
4566,"Pacific Northwest","Test"
4567,"Midwest","Test"
4568,"New England","Test"
4569,"New England","Control"
4570,"Southwest","Control"
4571,"Pacific Northwest","Test"
4572,"Midwest","Test"
4573,"Pacific Northwest","Control"
4574,"Southeast","Control"
4575,"Southeast","Test"
4576,"New England","Test"
4577,"Southeast","Control"
4578,"Southeast","Test"
4579,"Southwest","Control"
4580,"Pacific Northwest","Test"
4581,"New England","Control"
4582,"New England","Test"
4583,"Southwest","Test"
4584,"Pacific Northwest","Control"
4585,"New England","Control"
4586,"New England","Test"
4587,"Pacific Northwest","Test"
4588,"Southwest","Control"
4589,"Midwest","Test"
4590,"Pacific Northwest","Control"
4591,"Midwest","Test"
4592,"Southeast","Test"
4593,"New England","Control"
4594,"Midwest","Test"
4595,"Pacific Northwest","Control"
4596,"Southeast","Control"
4597,"Pacific Northwest","Test"
4598,"Midwest","Control"
4599,"New England","Test"
4600,"Pacific Northwest","Test"
4601,"Southwest","Test"
4602,"Southeast","Control"
4603,"Midwest","Test"
4604,"Pacific Northwest","Test"
4605,"Southeast","Control"
4606,"New England","Control"
4607,"Pacific Northwest","Control"
4608,"New England","Control"
4609,"Southeast","Control"
4610,"Midwest","Test"
4611,"Pacific Northwest","Control"
4612,"Southeast","Control"
4613,"Midwest","Test"
4614,"Southwest","Test"
4615,"Southwest","Control"
4616,"Pacific Northwest","Test"
4617,"Pacific Northwest","Test"
4618,"Pacific Northwest","Control"
4619,"Pacific Northwest","Control"
4620,"New England","Control"
4621,"Midwest","Control"
4622,"New England","Test"
4623,"Midwest","Control"
4624,"Pacific Northwest","Test"
4625,"Pacific Northwest","Control"
4626,"Southwest","Test"
4627,"Pacific Northwest","Test"
4628,"Pacific Northwest","Test"
4629,"Pacific Northwest","Control"
4630,"Pacific Northwest","Test"
4631,"New England","Control"
4632,"Pacific Northwest","Control"
4633,"Southwest","Test"
4634,"Pacific Northwest","Control"
4635,"Pacific Northwest","Control"
4636,"New England","Test"
4637,"New England","Control"
4638,"Southeast","Control"
4639,"Pacific Northwest","Control"
4640,"Southeast","Control"
4641,"New England","Control"
4642,"Midwest","Control"
4643,"Pacific Northwest","Control"
4644,"Southeast","Control"
4645,"Pacific Northwest","Control"
4646,"Pacific Northwest","Control"
4647,"Pacific Northwest","Control"
4648,"Pacific Northwest","Test"
4649,"Midwest","Control"
4650,"New England","Test"
4651,"Pacific Northwest","Test"
4652,"Southwest","Test"
4653,"Southwest","Test"
4654,"Midwest","Control"
4655,"Midwest","Test"
4656,"Midwest","Control"
4657,"Midwest","Control"
4658,"Southwest","Test"
4659,"Pacific Northwest","Test"
4660,"Southwest","Control"
4661,"Pacific Northwest","Control"
4662,"Pacific Northwest","Control"
4663,"New England","Control"
4664,"Midwest","Control"
4665,"Southwest","Control"
4666,"Pacific Northwest","Test"
4667,"New England","Test"
4668,"Pacific Northwest","Test"
4669,"Southeast","Control"
4670,"Midwest","Test"
4671,"New England","Control"
4672,"Pacific Northwest","Test"
4673,"Southeast","Control"
4674,"Pacific Northwest","Test"
4675,"Pacific Northwest","Control"
4676,"Pacific Northwest","Control"
4677,"Southwest","Control"
4678,"Southwest","Test"
4679,"Pacific Northwest","Test"
4680,"Southeast","Test"
4681,"Pacific Northwest","Test"
4682,"Pacific Northwest","Test"
4683,"Southeast","Control"
4684,"New England","Control"
4685,"New England","Test"
4686,"Midwest","Control"
4687,"Midwest","Test"
4688,"New England","Test"
4689,"Southeast","Control"
4690,"Pacific Northwest","Test"
4691,"Pacific Northwest","Control"
4692,"New England","Test"
4693,"Pacific Northwest","Control"
4694,"Southwest","Test"
4695,"Southwest","Control"
4696,"Southwest","Test"
4697,"Pacific Northwest","Test"
4698,"Southeast","Control"
4699,"New England","Test"
4700,"Pacific Northwest","Test"
4701,"New England","Control"
4702,"Southwest","Control"
4703,"Southeast","Test"
4704,"Midwest","Test"
4705,"Southwest","Test"
4706,"Pacific Northwest","Test"
4707,"New England","Test"
4708,"Pacific Northwest","Control"
4709,"Midwest","Test"
4710,"Southeast","Control"
4711,"Pacific Northwest","Test"
4712,"New England","Control"
4713,"Southeast","Test"
4714,"Southwest","Control"
4715,"New England","Test"
4716,"New England","Test"
4717,"Pacific Northwest","Test"
4718,"Midwest","Control"
4719,"Pacific Northwest","Control"
4720,"Pacific Northwest","Control"
4721,"Southwest","Control"
4722,"Midwest","Test"
4723,"Pacific Northwest","Control"
4724,"Pacific Northwest","Control"
4725,"Southeast","Test"
4726,"Pacific Northwest","Control"
4727,"New England","Control"
4728,"Midwest","Control"
4729,"New England","Control"
4730,"New England","Control"
4731,"Midwest","Test"
4732,"Southwest","Control"
4733,"Pacific Northwest","Test"
